contact_uuid,"NPS Question: Based on your experience on your current or most recent assignment, how likely would you be to
recommend [brand] to a friend or colleague?",Comment,Com_code v2,Labels,Class_Label
tbff42e8a21f84bb68e8df8f27f5369f6,6,Adecco has been fine. Behind the scenes is a perfect way to be. The lack of PTO or holiday pay makes me feel like a second class citizen. It bothers me that I'm forced to take holidays for no pay because the paid days off are practically unattainable. I've Ben at Google for 3 years and haven't had a paid holiday (as far as I know),Poor benefits,neg,0
tecccd1aac8a04e1f9440d0e2ffc39c21,5,When i was a signed to work at Willian Sonoma no one from the agency contacted me to let me know that my assignment was terminated...,Poor communication,neg,0
t2b257887f8f04d3580530b85783c0479,0,Everybody on drugs at the call center. Especially the supervisors,Poor service/experience,neg,0
t6afc777037174363842bbf652f2af34f,0,This company is 100% disrespectful and unfair.,Poor service/experience,neg,0
t705869f86fd446559c930f7f15afa78d,0,Terrible treatment from Adecco and assignment. Wasted 4 months waiting for a position that treated me like garbage.,Poor service/experience,neg,0
t84655e76526d469eadc6e507dbdf703b,5,They are accurately based on my experience.,Poor service/experience,neg,0
t2812195bb5b04593acee2e5730934e34,4,The way I was treated period !,Poor service/experience,neg,0
t93ff567406584128990473fb509105d1,0,The factory management workers are very unprofessional.,Poor job fit/experience,neg,0
tb61c4b600ba941be9792cb0e53b76f60,4,Communication is lacking. I usually have to call or email multiple times to resolve an issue.,Poor communication,neg,0
ta5a722171a614b2b9b2a3c05d05f89e8,1,"Adecco did not communicate well.
Adecco had multiple agents that I never heard of until I had a problem.
Adecco never contacted me directly on how the job was going.
Adecco missed paying me several times whiched cause my bank account to go in the negative all the while no one seemed to care.
Matthew Peterson helped me but he was new and didn't know a lot about the company. 
Ashley Brauex did a great job trying to make sure I was paid on time as did Matthew.",Poor communication,neg,0
tad7b8d114c3b481c86a8e9ded15d85bf,1,The recruiter's  was rude and clueless. She had no clue on the job assignment. She just wanted to collect her commission.,Rude staff,neg,0
t2f95d58440524b45ab9161c559f39c61,5,I've been disrespected countless times and undermined several times by co workers and I had let my adecco rep know and told him it's not getting resolved but no further actions have been taken,Poor job fit/experience,neg,0
t06858afca7884ff38dd250e961730c6d,1,Didn't know end date and was not given feedback and was not called back for 2nd assignment,Poor communication,neg,0
t24ce45c2ab864972aa905418d6a012dc,6,Reality.,Poor service/experience,neg,0
t883fa87b90cc491fb58725f60c613f02,0,She was rude and needs to learn how to talk to people when you work in customer service,Rude staff,neg,0
t8b2976bed3374fbc8e61def045983602,2,Was told I would be contacted by someone in the office and that has yet to happen,Lack of Responsiveness,neg,0
ta5c369cf61ac4ad2b9879876cb1601c9,5,well my contract ended prematurely and l was not given severance pay for that. just the excuse that l could have left at anytime so they did not owe me the remaining time on my contract which was extended.,Problems with payroll,neg,0
t890bf2af2bcd438da9a1cc6626038a43,5,One of the employees there is very scattered. I was never placed in a position that was a good fit for me. I feel like I got lost in the crowd.,Lack of good/appropriate jobs,neg,0
t3de7b67a2c844630a859ba1e123ca4c8,0,"I ran into issue after issue with this temp agency. Problems with my starting date, miscommunication on pre screening interview, and pay. I wish I had never gone through this agency the whole ordeal was a complete headache and I’ve never dealt with such a disorganized organization.",Poor communication,neg,0
t15b76bce01894c01a245625b3bde1571,0,They suck!,Poor service/experience,neg,0
tf5d87e16765344aab61747cd95422c31,3,Work hours,Lack of good/appropriate jobs,neg,0
tcebd0d1e5aa14a9f9a8d891aa0d53a4b,2,I’ve been calling for about two-three weeks straight for a piece of paper!,Lack of Responsiveness,neg,0
t7d11db68e4a6463d824e3d10f4a92f3b,5,Adecco didn't care; informed Adecco only processed payroll. I gained the position on my own. Adecco detached itself from the assignment.,Uncaring staff,neg,0
ta4c427770e5f4671a0c0c856701d622b,5,Vaughn was an atrocity in terms of workplace safety. The guys that work there were fantastic and deserve much better treatment than what they’re getting.,Poor job fit/experience,neg,0
td47690f96b6c421f80734939167e45d2,0,"The MtSterling Adecco office has a number of bad reviews from office staff to their on site people. They get people in the office and treat them as a quota for the week. 
Their little color chart they us to lable people is deplorable. The color chart labels people has liars, junkies, not fit to hire, to heavy, health issues, won't hire etc..",Poor service/experience,neg,0
t0a839db41a134902905f6fee347ca538,0,"I was put in a predicament which involved another employee telling me he was going to beat the manager up unless I took him home far off property. I didn’t want to take him home, but he said if I didn’t he would follow me in the business to beat the manager up. In which I felt more compelled to take him if property than let him beat a female manager up. He just finished destroying work property and claimed to me, he just got out of jail for fighting his last supervisor. This really was concerning to me. Especially because I felt I was acting based off flight or fight. When I came back to explain what happen, no one cared. They were mad I took him because, they wanted the cops to take him. But, didn’t understand he was going to beat her up before the cops could come. He even threaten to beat the security lady up, just to beat the managers face in. At the time I was nervous and wanted to resolve the issue. A grown man, yelling and screaming at you can really raise anxiety levels. I didn’t want to leave, but clearly the cops wasn’t coming anytime soon. He even asked me to help him with beating her. I tried walking away, and he continued to speak a plan such as, soon as I walk in, he’ll run past me, and beat her face in. I felt I would end up looking like an accomplice to the incident, so I just took him off property. They knew I was out there, and NO ONE sent security or help for me until I drove off property with him.. instead the manager had all security to protect her. When I messaged adecco about the incident, they did not care either. Therefore, Adecco nor Radial cared about me as an employee. I have taken this as an experience, next time I’ll just let the suspect beat the victims face in. It’s better than me getting let go for something I thought would protect another.",Poor job fit/experience,neg,0
tca014b15b1ba42978dbf1d328f1b5a74,0,Adecco did not do their job when they ended my assignment. I came to work as usual to be told my assignment was ended. Y’all should of done your job and called me the night before! It was embarrassing and humiliating!!! How would u like to be embarrassed in front of all your coworkers????,Poor communication,neg,0
ta15b3a3366e44d7297290635fb6aa407,1,"Everything I was told by Adecco about the job at Arlington Industries was the opposite. There was no overtime in plastics, no industrial fans in several areas I worked and the female supervisor who  had a real filthy mouth. She was constantly cussing about the machines breaking down etc. My first day on the job I was left with an employee who had a I careless attitude and after an hour the machine broke down a second time and the employee reported it again, but know one came and she went off doing something else and left me there with nothing to do. I decided to fold the instructions that went in the boxes. I don’t believe in getting paid to do nothing. The supervisor finally showed up after 2 HOURS and took me to another area to work with no fan! I liked the work, but spent a lot of time wiping sweat off my face and arms. I also told Adecco about my back problems and was told there was no lifting, but there was. I discussed that with the foul mouthed supervisor and was let go with in an hour after my shift was over.",Poor communication,neg,0
t1cd100b8f7f244588267669c313d2b8c,0,"Bono, was rude all the time, did not know how to talk to employees. And he will not help you resolve any issues. Always giving you the run around. Worst company I have worked for",Rude staff,neg,0
ta5dee170f17e4cd99073b5c150db6826,0,"Very unprofessional and when it comes to pay issues they dragged their feet. Matthew the on-site, was never around",Problems with payroll,neg,0
te9c5bedf64dc4df48d0505e315f5c5f2,0,No communication at all,Poor communication,neg,0
t4ade5538b7bc4825852e090059f22aed,5,I received harassment from my call center assignment. I reported the coworker who was harassing me they gave her the day off and then brought her back. Which she continued to harass me until I ended my assignment.,Poor job fit/experience,neg,0
